,dot_name,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,Method_Name
0,add_values,1.0,0.979952652,0.992293535,0.9756000570000001,0.993413897,0.9279757609999999,0.9060898820000001,0.978567181,0.977131906,0.8504752990000001,0.876626715,0.914108767,0.991333908,0.991333908,0.964655127,0.9404064390000001,0.819005895,0.9632349029999999,0.9976139890000001,0.8827276340000001,0.9932912290000001,0.9976139890000001,0.91411888,0.925629045,0.999616827,0.972808008,0.972808008,0.983060657,0.9458320440000001,0.962969858,0.962969858,0.962969858,0.962969858,0.9664271109999999,0.964460155,0.964460155,0.9664271109999999,0.9027885090000001,0.92458279,0.9205079840000001,0.9672130090000001,0.9543541640000001,0.992491158,0.9446198290000001,0.819246722,0.977121713,0.947105713,0.9823154820000001,0.999974776,0.959674916,0.9295842059999999,0.999974776,0.991755009,0.996803985,0.821185918,0.984065602,0.993413897,0.9692581490000001,0.887351395,0.9047346709999999,0.95441293,0.9731656340000001,0.9806811590000001,0.973729058,0.963646371,0.9777053590000001,0.9806811590000001,0.928552541,0.98777845,0.919766489,0.8778634909999999,0.9997994570000001,0.99314763,0.9410827629999999,0.986125237,0.7797595279999999,0.899728352,0.883157816,0.937299531,0.9035080809999999,0.971600551,0.970198879,0.999082041,0.999804149,0.9221505059999999,0.897365744,0.994761598,0.926276542,0.9990797509999999,0.997502296,0.9990797509999999,0.9698033709999999,0.925629045,0.8897805529999999,0.920664429,0.871961529,0.957286502,0.940089043,0.954034906,0.940547562,1.0,1.0,1.0,1.0,1.0,1.0,add_values
1,array_calc,0.979952652,1.0,0.994756566,0.997317131,0.9941922879999999,0.9743811309999999,0.962173086,0.997612355,0.999741207,0.921015202,0.940090992,0.9680535690000001,0.994386544,0.994386544,0.996764124,0.9844429309999999,0.895634314,0.995988525,0.9894253829999999,0.95033733,0.994338759,0.9894253829999999,0.970642563,0.97478175,0.977843825,0.997370113,0.997370113,0.998649692,0.984946878,0.994021787,0.994021787,0.994021787,0.994021787,0.9974331259999999,0.996916554,0.996916554,0.9974331259999999,0.958328858,0.975904257,0.97418766,0.995829897,0.9920116440000001,0.9967447979999999,0.988199059,0.8964419770000001,0.999732556,0.987991524,0.9962577029999999,0.9804844970000001,0.994206804,0.973687448,0.9804844970000001,0.995887368,0.9660234740000001,0.897570111,0.9983249790000001,0.9941922879999999,0.992721395,0.9491384190000001,0.9611010459999999,0.9905191409999999,0.997453795,0.9957179909999999,0.99639845,0.9942808590000001,0.998171907,0.9957179909999999,0.977470055,0.99800588,0.96953008,0.939637602,0.9825997609999999,0.995830883,0.985026883,0.998485471,0.865469985,0.95827724,0.9477111140000001,0.980113542,0.964835094,0.998892495,0.993078482,0.984576527,0.9813289059999999,0.9717232990000001,0.9562307259999999,0.9624448809999999,0.9736897179999999,0.98626161,0.990204692,0.98626161,0.998372241,0.97478175,0.9552454159999999,0.9712693809999999,0.938014802,0.9921970290000001,0.987101243,0.993634852,0.983371016,1.0,1.0,0.0,0.0,0.0,1.0,array_calc
2,array_copy,0.992293535,0.994756566,1.0,0.990715819,0.996381884,0.9541977159999999,0.9353050620000001,0.990501064,0.993908072,0.8862443590000001,0.909966787,0.9429810670000001,0.9943530979999999,0.9943530979999999,0.9851220909999999,0.9654966979999999,0.8568680340000001,0.983893962,0.9956710809999999,0.9192104809999999,0.999843316,0.9956710809999999,0.9455553720000001,0.951655193,0.99107167,0.9904994140000001,0.9904994140000001,0.9968420170000001,0.96787882,0.981826808,0.981826808,0.981826808,0.981826808,0.9875723409999999,0.986045548,0.986045548,0.9875723409999999,0.932301464,0.9533640179999999,0.951141965,0.987194817,0.9764187520000001,0.998250605,0.97153751,0.857566195,0.9938956859999999,0.972664897,0.9927348420000001,0.9926478409999999,0.980912302,0.9527036809999999,0.9926478409999999,0.9972520420000001,0.9840067809999999,0.859110714,0.9971044109999999,0.996381884,0.9827210670000001,0.919274897,0.93445775,0.97743925,0.990659118,0.989691078,0.9884146770000001,0.983715166,0.9930524079999999,0.989691078,0.9565303629999999,0.9986501809999999,0.946752067,0.9092260459999999,0.9937380790000001,0.9975740259999999,0.966020158,0.9964710179999999,0.821654071,0.9310063000000001,0.91697795,0.962008005,0.937124755,0.991413488,0.983494585,0.995923287,0.9937371740000001,0.949982359,0.928100235,0.9771006109999999,0.9518705759999999,0.995364592,0.996387316,0.995364592,0.989759122,0.951655193,0.925223767,0.947986221,0.906454682,0.9784569129999999,0.968097965,0.9793461809999999,0.965157598,1.0,1.0,0.0,0.0,0.0,1.0,array_copy
3,autoCorrelation,0.9756000570000001,0.997317131,0.990715819,1.0,0.993881626,0.984690271,0.973057662,0.9987137009999999,0.998071898,0.9383155040000001,0.9553463409999999,0.977958153,0.9940062759999999,0.9940062759999999,0.998174333,0.990976823,0.915775406,0.9981232859999999,0.987785859,0.962413315,0.9911695220000001,0.987785859,0.9795980679999999,0.9830187220000001,0.971944117,0.999302512,0.999302512,0.997941405,0.9920582020000001,0.9978867029999999,0.9978867029999999,0.9978867029999999,0.9978867029999999,0.998235,0.9980104679999999,0.9980104679999999,0.998235,0.971021481,0.9845614340000001,0.982681765,0.99868444,0.9958880840000001,0.99439128,0.993313056,0.916565987,0.99811483,0.993702895,0.998904762,0.976041748,0.9970279759999999,0.983663831,0.976041748,0.995619722,0.957819242,0.9175779620000001,0.997820698,0.993881626,0.997387513,0.962380448,0.9727460170000001,0.9958230659999999,0.99935077,0.997546553,0.9994821620000001,0.998145762,0.9992493659999999,0.997546553,0.9861290340000001,0.99591592,0.980424711,0.955245681,0.9780762409999999,0.994203093,0.9912925370000001,0.9973608559999999,0.888128806,0.97076521,0.9610725729999999,0.989194018,0.9742138370000001,0.997228421,0.997571915,0.980641717,0.976453307,0.9819117509999999,0.968397519,0.9553171559999999,0.98317524,0.9808762540000001,0.988376202,0.9808762540000001,0.998433803,0.9830187220000001,0.9665397370000001,0.981066847,0.953478739,0.996779821,0.9912651440000001,0.995570581,0.991040835,0.0,0.0,0.0,0.0,0.0,0.0,autoCorrelation
4,average,0.993413897,0.9941922879999999,0.996381884,0.993881626,1.0,0.9642321759999999,0.94808889,0.995416572,0.9931267009999999,0.90399227,0.9250329970000001,0.954168494,0.9994124679999999,0.9994124679999999,0.987630345,0.972992265,0.877515645,0.986906398,0.998881175,0.930518975,0.9973062659999999,0.998881175,0.954316362,0.962577516,0.991388209,0.992164314,0.992164314,0.996020144,0.976675387,0.9873734679999999,0.9873734679999999,0.9873734679999999,0.9873734679999999,0.988156363,0.987145006,0.987145006,0.988156363,0.9455752140000001,0.9620335459999999,0.958860925,0.989158425,0.9817803409999999,0.999286255,0.975402682,0.877928444,0.99314647,0.977131237,0.997136949,0.9936672240000001,0.985076032,0.965201795,0.9936672240000001,0.9997209909999999,0.98229749,0.879404683,0.996517199,1.0,0.990816012,0.9336979679999999,0.9471982390000001,0.981908607,0.9923642309999999,0.9963015709999999,0.993311782,0.9875292940000001,0.9946239809999999,0.9963015709999999,0.964814485,0.99702121,0.958287937,0.9258234040000001,0.9946342579999999,0.999640107,0.973401127,0.9973024340000001,0.8444155740000001,0.943472502,0.930675507,0.970774657,0.946349291,0.989485657,0.991348331,0.994943033,0.993431618,0.959983868,0.941498609,0.9816931879999999,0.9630146540000001,0.995636192,0.99899871,0.995636192,0.9895789220000001,0.962577516,0.935983661,0.959018116,0.921679318,0.9838914590000001,0.972022059,0.9805085490000001,0.973162691,1.0,1.0,1.0,0.0,0.0,1.0,average
5,bi_SearchFromTo,0.9279757609999999,0.9743811309999999,0.9541977159999999,0.984690271,0.9642321759999999,1.0,0.997486555,0.982302325,0.977788068,0.984005073,0.992124956,0.9986338379999999,0.96739973,0.96739973,0.988741935,0.998218258,0.971436025,0.989530514,0.95132524,0.9931600070000001,0.955274473,0.95132524,0.997974535,0.998078061,0.921929483,0.9860178340000001,0.9860178340000001,0.9745876990000001,0.99820168,0.9922717120000001,0.9922717120000001,0.9922717120000001,0.9922717120000001,0.986648878,0.987826932,0.987826932,0.986648878,0.997668393,0.998878113,0.998597928,0.989179985,0.9936075590000001,0.963362374,0.995362658,0.9719299370000001,0.9778815999999999,0.996706393,0.9809853279999999,0.928712167,0.992640092,0.9990597529999999,0.928712167,0.967029957,0.8982119209999999,0.972509361,0.974053717,0.9642321759999999,0.990616157,0.994467361,0.9977679220000001,0.9955238279999999,0.9858459620000001,0.981718227,0.9876401690000001,0.992231553,0.9825015990000001,0.981718227,0.99944556,0.9667361520000001,0.999546115,0.991803843,0.9320840979999999,0.96334563,0.9967671029999999,0.9707936659999999,0.954249913,0.997205613,0.993809632,0.999542147,0.995675984,0.978227093,0.990094303,0.9347974029999999,0.928121573,0.999694695,0.99647542,0.901582386,0.9995098109999999,0.936579838,0.951897885,0.936579838,0.983259208,0.998078061,0.994299679,0.99934006,0.99117338,0.994758206,0.99471769,0.989966612,0.99881672,0.0,0.0,0.0,1.0,0.0,0.0,bi_SearchFromTo
6,bubble,0.9060898820000001,0.962173086,0.9353050620000001,0.973057662,0.94808889,0.997486555,1.0,0.9717011090000001,0.965753065,0.9919748890000001,0.99668954,0.999594635,0.9528708909999999,0.9528708909999999,0.9803864720000001,0.994783834,0.9824662120000001,0.981447848,0.9329289829999999,0.9976693059999999,0.936211285,0.9329289829999999,0.998386889,0.997825524,0.899880185,0.974568572,0.974568572,0.959898259,0.993879152,0.9845170870000001,0.9845170870000001,0.9845170870000001,0.9845170870000001,0.97697334,0.978807326,0.978807326,0.97697334,0.999342095,0.9975856129999999,0.997600107,0.9787145009999999,0.987880567,0.9474309670000001,0.9898165809999999,0.982936169,0.96585396,0.990509407,0.968025149,0.906903248,0.9856147209999999,0.997731623,0.906903248,0.9510909320000001,0.8728233670000001,0.983239985,0.959032972,0.94808889,0.982095143,0.998858923,0.9998026940000001,0.9880144890000001,0.9743622809999999,0.9708983720000001,0.977355345,0.983216635,0.970018345,0.9708983720000001,0.997221837,0.9504397170000001,0.998907132,0.996756001,0.911025202,0.947350861,0.993237065,0.9567292890000001,0.968863059,0.9993394240000001,0.9984651520000001,0.995493977,0.997762843,0.966712976,0.981258409,0.9129590879999999,0.90597223,0.9984069870000001,0.999625891,0.8797538640000001,0.998479208,0.916537842,0.933447248,0.916537842,0.9726222259999999,0.997825524,0.9980304040000001,0.9991787520000001,0.9964567679999999,0.98795502,0.9908837559999999,0.982853723,0.994836072,1.0,1.0,1.0,0.0,0.0,1.0,bubble
7,cal_AbsoluteDiff,0.978567181,0.997612355,0.990501064,0.9987137009999999,0.995416572,0.982302325,0.9717011090000001,1.0,0.9975143940000001,0.9355534959999999,0.952357589,0.976291475,0.9963666870000001,0.9963666870000001,0.997414554,0.989542303,0.912609296,0.997177602,0.9900446959999999,0.959210297,0.991015144,0.9900446959999999,0.9769966290000001,0.982764548,0.97560866,0.997872506,0.997872506,0.99690657,0.991238035,0.99754729,0.99754729,0.99754729,0.99754729,0.9966827159999999,0.9965065820000001,0.9965065820000001,0.9966827159999999,0.968867258,0.9823219209999999,0.979707098,0.996815965,0.995008698,0.9956679759999999,0.990797713,0.913268863,0.997542939,0.991076825,0.998596435,0.9790859390000001,0.996318558,0.9830704509999999,0.9790859390000001,0.996227614,0.9621100359999999,0.91426455,0.996819375,0.995416572,0.997876715,0.960279262,0.970820364,0.9936910179999999,0.9979525029999999,0.999206604,0.999156776,0.996655464,0.9985062459999999,0.999206604,0.9836713420000001,0.995257287,0.978392479,0.9528355540000001,0.981057795,0.995612011,0.990208216,0.997484878,0.8845028309999999,0.9680004759999999,0.958450386,0.9867654640000001,0.971757045,0.9957405979999999,0.998116821,0.9819101159999999,0.9789232040000001,0.9794089,0.966443323,0.962790813,0.982049409,0.984019992,0.99038207,0.984019992,0.99675434,0.982764548,0.9636162840000001,0.9795353000000001,0.9504513179999999,0.9955669540000001,0.9889689420000001,0.993179794,0.989181815,1.0,1.0,0.0,0.0,0.0,1.0,cal_AbsoluteDiff
8,cal_Diff,0.977131906,0.999741207,0.993908072,0.998071898,0.9931267009999999,0.977788068,0.965753065,0.9975143940000001,1.0,0.926615043,0.9451898540000001,0.971489973,0.9932276609999999,0.9932276609999999,0.997792421,0.98685111,0.902022067,0.9971220940000001,0.987631327,0.954877645,0.993517387,0.987631327,0.9741255120000001,0.977345467,0.974685637,0.998520409,0.998520409,0.9989668909999999,0.987157629,0.9952311290000001,0.9952311290000001,0.9952311290000001,0.9952311290000001,0.998631295,0.998169235,0.998169235,0.998631295,0.962422488,0.979033397,0.97766785,0.997415348,0.993473258,0.99566596,0.990607146,0.9028417670000001,0.999999262,0.990634531,0.996622778,0.977697245,0.9956545109999999,0.97647598,0.977697245,0.995165298,0.961979622,0.903947548,0.998613545,0.9931267009999999,0.993594643,0.953500186,0.964904575,0.9928201390000001,0.998569307,0.99554846,0.9971635120000001,0.995969399,0.998879202,0.99554846,0.9806901709999999,0.997705025,0.973036659,0.944450456,0.979934465,0.994676667,0.987142049,0.997974125,0.872679555,0.962430687,0.95225484,0.983142913,0.968455563,0.999440442,0.993918332,0.982452854,0.978649002,0.975337628,0.960264928,0.957743507,0.976747479,0.983652317,0.988501353,0.983652317,0.9992588090000001,0.977345467,0.959477237,0.974550189,0.9431041090000001,0.993924019,0.989410893,0.995355533,0.9860007940000001,0.0,0.0,0.0,0.0,0.0,0.0,cal_Diff
9,cal_DividedDiff,0.8504752990000001,0.921015202,0.8862443590000001,0.9383155040000001,0.90399227,0.984005073,0.9919748890000001,0.9355534959999999,0.926615043,1.0,0.9984474309999999,0.989047193,0.910577435,0.910577435,0.94860091,0.974829891,0.9980559809999999,0.9502504009999999,0.884531909,0.994021707,0.887887353,0.884531909,0.98607787,0.9831627409999999,0.842327176,0.9410056590000001,0.9410056590000001,0.9195720609999999,0.973549897,0.9558262759999999,0.9558262759999999,0.9558262759999999,0.9558262759999999,0.9438950859999999,0.9466298470000001,0.9466298470000001,0.9438950859999999,0.99371055,0.982665784,0.9838150259999999,0.947770531,0.9609853979999999,0.9017864609999999,0.9662543659999999,0.9982317359999999,0.92675267,0.968087719,0.9318368290000001,0.851453215,0.957413145,0.9840479759999999,0.851453215,0.907663439,0.809426853,0.9983144140000001,0.9185665679999999,0.90399227,0.953162588,0.996689863,0.992638505,0.963428932,0.940649463,0.9355576329999999,0.944790417,0.954698681,0.934154802,0.9355576329999999,0.981826214,0.90625075,0.987909915,0.9983852440000001,0.8561839729999999,0.901964167,0.9718740570000001,0.9136781909999999,0.992169603,0.993343141,0.9966546959999999,0.9785843670000001,0.987216607,0.928381571,0.9518509140000001,0.858418185,0.849719703,0.986400125,0.994554643,0.819977483,0.9852231909999999,0.862454875,0.8849798879999999,0.862454875,0.9371327970000001,0.9831627409999999,0.992157727,0.987098131,0.9987298109999999,0.961748523,0.967763503,0.953638777,0.9756573540000001,1.0,0.0,0.0,0.0,0.0,0.0,cal_DividedDiff
